STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-09,18.1,"H,,S",,,10.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-10,20.1,"H,,S",,,12.5,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-11,23.2,"H,,S",,,17.8,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-12,23.7,"H,,S",30.8,",,S",19,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-13,23.2,"H,,S",30.2,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-14,18.3,"H,,S",29.5,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-15,17.8,"H,,S",,,13.6,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-16,14.2,"H,,S",23.6,",,S",7.6,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-17,14.1,"H,,S",,,5.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-18,17.7,"H,,S",,,10.4,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-19,18.6,"H,,S",24.5,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-20,21.6,"H,,S",,,15.8,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-21,25.4,"H,,S",,,17.4,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-22,25.6,"H,,S",31.5,",,S",22.4,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-23,15.4,"H,,S",30.8,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-24,11.1,"H,,S",15.3,",,S",10.5,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-25,9.4,"H,,S",12,",,S",,
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-26,9.8,"H,,S",,,8,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-27,11.1,"H,,S",15,",,S",8.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-28,12.6,"H,,S",,,10.3,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-29,15.4,"H,,S",,,11.1,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-30,17.2,"H,,S",,,12.8,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-07-31,20.3,"H,,S",,,12.6,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-08-01,23.8,"H,,S",,,16.5,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-08-02,14.3,"H,,S",30.7,",,S",9.6,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-08-03,11,"H,,S",,,3.8,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-08-04,11.8,"H,,S",19,",,S",4.4,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-08-05,14.4,"H,,S",,,6.4,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-08-06,17.7,"H,,S",,,10.6,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-08-07,21.8,"H,,S",,,15.5,",,S"
ARM00087162,"FORMOSA, AR",-26.213,-58.228,59.1,2019-08-08,24.7,"H,,S",,,,
